序号,品牌,最终判定,分类依据
2104,"九州,伊藤园（ITOEN）",待确认,中英混合
2105,"PAUL&JOE,酷韵（Cure Natural Aqua Jel　）",待确认,中英混合
2106,"美源（bigen）,福而可（FUEKI）",待确认,中英混合
2107,"近江兄弟社（OMI BROTHERHOOD）,春雨（PAPARECIPE）",待确认,中英混合
2108,"JOHN VARVATOS,BUXOM",真洋牌,多品牌
2109,SANKAIDOU,待确认,无法快速判断
2110,皇后的秘密,待确认,中英混合
2111,"LEFILLEO,颐莲（RELLET）",待确认,中英混合
2112,"施丹兰（STENDERS）,OPI",待确认,中英混合
2113,"COCOSILIYA,小城伊香（Xiaochengyixiang）",待确认,中英混合
2114,"果本（gooben）,高姿（COGI）",待确认,中英混合
2115,"维氏（VICTORINOX）,MEPAL",待确认,中英混合
2116,"颐莲（RELLET）,湘南",待确认,中英混合
2117,"罗娜女神,ORGINESE",待确认,中英混合
2118,"高丝（Kose）,MAQUILLAGE",待确认,中英混合
2119,"赛步,香港大药房",待确认,中英混合
2120,"SNIDEL BEAUTY,SUQQU",真洋牌,多品牌
2121,"APOTHEKE FRAGRANCE,Parfums de Marly",真洋牌,多品牌
2122,"琉球酒豪伝説,培克能",待确认,中英混合
2123,GEDICO,待确认,无法快速判断
2124,以纯（YISHion）,待确认,中英混合
2125,MINOIS PARIS,待确认,无法快速判断
2126,Liefmans,待确认,无法快速判断
2127,"LINDBERG,Dita",真洋牌,多品牌
2128,"PLIFT,桃瑞丹",待确认,中英混合
2129,"宜可诚（Ecostore）,碧户清（Briochin）",待确认,中英混合
2130,乐高教育,待确认,中英混合
2131,"艾优睿,安满（ANMUM）",待确认,中英混合
2132,"可菱水,HORI",待确认,中英混合
2133,"sesderma,Rosette",真洋牌,多品牌
2134,"蜜浓（MINON）,雅莉格丝（Elegance）",待确认,中英混合
2135,"爱慕莎（EMSA）,德国宝（German Pool）",待确认,中英混合
2136,"PAUL&JOE,Apagard",真洋牌,多品牌
2137,GROSJEAN,待确认,无法快速判断
2138,"得妈贝,卡诗 KERASTASE",待确认,中英混合
2139,"雅莉格丝（Elegance）,I-WAWA",待确认,中英混合
2140,"RYOBI,孔雀（Peacock）",待确认,中英混合
2141,"天安门,舍得",待确认,中英混合
2142,HR,真洋牌,短名
2143,禧贝（Happybaby）,待确认,中英混合
2144,"Amino mason,棕榄（PALMOLIVE）",待确认,中英混合
2145,"馥马尔,ANTONIO BANDERAS",待确认,中英混合
2146,"HABA,SNIDEL BEAUTY",真洋牌,多品牌
2147,"CHERRY,AOC",真洋牌,多品牌
2148,HERBATINT,待确认,无法快速判断
2149,"MENOKIN,HABA",真洋牌,多品牌
2150,"ARMA,AREA",真洋牌,多品牌
2151,"大白罐,fix&tox",待确认,中英混合
2152,"TITO’S HANDMADE VODKA,IGANOFF",真洋牌,多品牌
2153,CREED,真洋牌,短名
2154,"ausiki,可瑞康（karicare）",待确认,中英混合
2155,"野鸟（WILD BIRDS）,STANCE",待确认,中英混合
2156,"EUTHYMOL,Admire My Skin",真洋牌,多品牌
2157,都柏特（S.dubtnt）,待确认,中英混合
2158,"挺拔（TIBHAR）,GEWO",待确认,中英混合
2159,EARLY RIDER,待确认,无法快速判断
2160,乐毅积木,待确认,中英混合
2161,"mosh!,碧然德",待确认,中英混合
2162,"宝贝与我（Arla）,boiron",待确认,中英混合
2163,"珀莱雅双抗,娜涟",待确认,中英混合
2164,"欧缇丽（Caudalie）,雅莉格丝（Elegance）",待确认,中英混合
2165,爱顿博格（AnthonBerg）,待确认,中英混合
2166,Torriden,待确认,无法快速判断
2167,"UZU,RD",真洋牌,多品牌
2168,"KISS YOU,馬油保湿成分（horse oil）",待确认,中英混合
2169,JaneClare,待确认,无法快速判断
2170,"HTC,SPICARE",真洋牌,多品牌
2171,日本,待确认,中英混合
2172,"krups,百乐满（Paloma）",待确认,中英混合
2173,"Lil Critters,BRIONI",真洋牌,多品牌
2174,"GIRLS CRUSH GC,GIRLS CRUSH",真洋牌,多品牌
2175,活灵魂（ALMAVIVA）,待确认,中英混合
2176,TOOFRUIT,待确认,无法快速判断
2177,A 安生罗比,待确认,中英混合
2178,"krups,BODUM",真洋牌,多品牌
2179,"玛丽安保莱（MARIANNEBOLLE）,湘南",待确认,中英混合
2180,MAD ET LEN,待确认,无法快速判断
2181,CK,真洋牌,短名
2182,"mks,KAI贝印",待确认,中英混合
2183,"馥绿德雅（RENE FURTERER）,东方宝石（Tesori D’oriente）",待确认,中英混合
2184,黛尔珀（d'Alba）,待确认,中英混合
2185,"梵希,潘多拉（pandora）",待确认,中英混合
2186,"plackers,近江兄弟社（OMI BROTHERHOOD）",待确认,中英混合
2187,"PLIFT,娥佩兰（OPERA）",待确认,中英混合
2188,"3lab,德国世家（Dr.Hauschka）",待确认,中英混合
2189,CANMAKE,待确认,无法快速判断
2190,CAMETTE,待确认,无法快速判断
2191,Cancer Council,待确认,无法快速判断
2192,丽丝雅（Restoria）,待确认,中英混合
2193,"TAITO,FURYU",真洋牌,多品牌
2194,"高丝（Kose）,穆乐（MUHLE M）",待确认,中英混合
2195,ZM beauty,待确认,无法快速判断
2196,"资生堂（SHISEIDO PROFESSIONAL）,路丝（RAUSCH）",待确认,中英混合
2197,"乐喜力丝,奢貌",待确认,中英混合
2198,新秀丽,待确认,中英混合
2199,"舒雅（shuya）,乐基因（nalgene）",真洋牌,已知品牌
2200,美源（MEIYUAN）,待确认,中英混合
2201,"金钟酒庄（Chateau Angelus）,滴金庄园",待确认,中英混合
2202,"NUMBUZIN,麦迪安（Median）",待确认,中英混合
2203,TAL,真洋牌,短名
2204,SHIRO,真洋牌,短名
2205,"蜜浓（MINON）,高姿（COGI）",待确认,中英混合
2206,"玛尔斯（MARVIS）,高丝（Kose）",待确认,中英混合
2207,"徕本（HELLOLEIBOO）,UWANT",待确认,中英混合
2208,"皮尔卡丹（pierre cardin）,COOGI",待确认,中英混合
2209,"菲洛嘉（Filorga）,玛丽安保莱（MARIANNEBOLLE）",待确认,中英混合
2210,"SUSTYLE,ANYSMIC",真洋牌,多品牌
2211,"KINGDOM,莎娜（SANA）",待确认,中英混合
2212,"TO&FOR,美迪",待确认,中英混合
2213,"SANEI,KVK",真洋牌,多品牌
2214,"Filco,夏普",待确认,中英混合
2215,"FANOLA,怀尔德",待确认,中英混合
2216,"赛逸,吾诺（UNO）",待确认,中英混合
2217,"DUO,苏菲娜（Sofina）",待确认,中英混合
2218,"ecomed,凯伦诗（CLORIS）",待确认,中英混合
2219,"库克,Marcassin Vineyard",待确认,中英混合
2220,DOBO,真洋牌,短名
2221,"HTC,CREED",真洋牌,多品牌
2222,"高丝（Kose）,马油（LOSHI）",待确认,中英混合
2223,"象印,SKATER",待确认,中英混合
2224,SOFO,真洋牌,短名
2225,SUNSILK,待确认,无法快速判断
2226,"贵艾朗,嘉娜宝（KANEBO）",待确认,中英混合
2227,"凌博士,泊美（PURE＆MILD）",待确认,中英混合
2228,"高丝（Kose）,秀肤生（Cell Fusion C）",待确认,中英混合
2229,"卡慕（CAMUS）,野格（Jagerneister）",待确认,中英混合
2230,优鲜沛（Ocean Spray）,待确认,中英混合
2231,"荷诺（histoire naturelle）,碧波曼（BOM）",待确认,中英混合
2232,"TRANSPARENT,krups",真洋牌,多品牌
2233,欧倍青（Alpecin）,待确认,中英混合
2234,安努克（AnCnoc）,待确认,中英混合
2235,HARIO,真洋牌,短名
2236,"惠人（HuiRen）,摩飞电器（Morphyrichards）",待确认,中英混合
2237,"水之璨（suisai）,ETVOS",待确认,中英混合
2238,"特福（Tefal）,日立（HITACHI）",待确认,中英混合
2239,"高丝（Kose）,sesderma",待确认,中英混合
2240,"馥绿德雅（RENE FURTERER）,雅莉格丝（Elegance）",待确认,中英混合
2241,"阿彼芙（ABIB）,欧蕙（OHUI）",待确认,中英混合
2242,"德国宝（German Pool）,铂富（Breville）",待确认,中英混合
2243,"HABA,Original Sprout",真洋牌,多品牌
2244,"橘滋（Juicy Couture）,艾天然（Attenir）",待确认,中英混合
2245,阿彼芙（ABIB）,待确认,中英混合
2246,"秀肤生（Cell Fusion C）,碧迪皙（PDC）",待确认,中英混合
2247,"麦迪安（Median）,CHARLOTTE TILBURY（CT）",待确认,中英混合
2248,"SHEVEU,安瓶（CEMOY）",待确认,中英混合
2249,"雅莉格丝（Elegance）,爱敬（AEKYUNG）",待确认,中英混合
2250,露华浓,待确认,中英混合
2251,"冠军（Champion）,特福（Tefal）",待确认,中英混合
2252,"AKASHI,越之忍（KOSHI NO SHINOBU）",待确认,中英混合
2253,"穆乐（MUHLE M）,汉美驰（Hamilton Beach）",待确认,中英混合
2254,"摩飞电器（Morphyrichards）,德龙(delong)",待确认,中英混合
2255,"他她语录（TATAYULU）,芭乐雅（Balea）",待确认,中英混合
2256,"摩飞（mofei）,惠人",待确认,中英混合
2257,"德美丝,DHC",待确认,中英混合
2258,朱栈（red chamber）,待确认,中英混合
2259,FLEUR DE PARIS,待确认,无法快速判断
2260,"NINJA,ASCOT",真洋牌,多品牌
2261,"Primal Kitchen,Julian Bakery",真洋牌,多品牌
2262,"伟龙 始于1993,ottogi",待确认,中英混合
2263,"PRICELINE,蜜浓（MINON）",待确认,中英混合
2264,"资生堂（SHISEIDO PROFESSIONAL）,嘉娜宝（KANEBO）",待确认,中英混合
2265,DEMAF,真洋牌,短名
2266,ANTIO,真洋牌,短名
2267,"维蕾德（WELEDA）,Klosterfrau",待确认,中英混合
2268,"森下仁丹（Jintan）,Neosporin",待确认,中英混合
2269,"何物,千妍",待确认,中英混合
2270,宾利（Bentley）,待确认,中英混合
2271,"资生堂（SHISEIDO PROFESSIONAL）,milbon",待确认,中英混合
2272,钜记饼家,待确认,中英混合
2273,"MAJESTY,OOFOS",真洋牌,多品牌
2274,"韩方五谷,THREE",待确认,中英混合
2275,德国宝（German Pool）,待确认,中英混合
2276,"PADRE,阿佩罗（APEROL）",待确认,中英混合
2277,凯乐石薄荷,待确认,中英混合
2278,eone,真洋牌,短名
2279,"HONEY ROA,玛丽安保莱（MARIANNEBOLLE）",待确认,中英混合
2280,"爱诗魅（LABORATOIRE DERMATOLOGIQUE ACM）,维蕾德（WELEDA）",待确认,中英混合
2281,"PRICELINE,近江兄弟社（OMI BROTHERHOOD）",待确认,中英混合
2282,"Aderia,丸モ高木陶器",待确认,中英混合
2283,"CIAO,西莎（CESAR）",待确认,中英混合
2284,"金达（KANDA）,ic!berlin",待确认,中英混合
2285,"CASETiFY,NINJA",真洋牌,多品牌
2286,"imarflex,Tescom",真洋牌,多品牌
2287,ROXY,真洋牌,短名
2288,"颐莲（RELLET）,BIO",待确认,中英混合
2289,CecileMaia,待确认,无法快速判断
2290,"NE:AR,八道（PALDO）",待确认,中英混合
2291,"Panama Jack,KDOPA",真洋牌,多品牌
2292,"小蓝瓶（TAKAMI）,HTC",待确认,中英混合
2293,"GA,COVERMARK",真洋牌,多品牌
2294,Morelax,待确认,无法快速判断
2295,"RMK,Fas-Fas",真洋牌,多品牌
2296,"宫本川,珂莱欧（CLIO）",待确认,中英混合
2297,LUSH,真洋牌,短名
2298,inflation,待确认,无法快速判断
2299,"peripera,益教授",待确认,中英混合
2300,"sesderma,COW BRAND",真洋牌,多品牌
2301,"咀香园,钜记饼家",待确认,中英混合
2302,OLIVIAM,待确认,无法快速判断
2303,"建伍（KENWOOD）,AOC",待确认,中英混合
2304,"Nuface,特福（Tefal）",待确认,中英混合
2305,Mama&Kids,待确认,无法快速判断
2306,"REMINESSANCE,得康氧",待确认,中英混合
2307,"安娜柏林（Annemarie Borlind）,德国世家（Dr.Hauschka）",待确认,中英混合
2308,"资生堂（SHISEIDO PROFESSIONAL）,雅莉格丝（Elegance）",待确认,中英混合
2309,Dariya,待确认,无法快速判断
2310,"PAUL&JOE,德国魅影（KRYOLAN）",待确认,中英混合
2311,"怡思丁（ISDIN）,olaplex",待确认,中英混合
2312,春雨（Papa recipe）,待确认,中英混合
2313,"鹿角巷（MILKTEA）,卡比乐",待确认,中英混合
2314,"YASAKA,伟易达（Vtech）",待确认,中英混合
2315,"LINDBERG,LUNOR",真洋牌,多品牌
2316,"海旅免,松井（THE MATSUI）",待确认,中英混合
2317,"德妃,颐莲（RELLET）",待确认,中英混合
2318,MADONNA,待确认,无法快速判断
2319,"JUNOBIO,YSL",真洋牌,多品牌
2320,"花姿菓色（naturaglace）,雅莉格丝（Elegance）",待确认,中英混合
2321,"薇薇安西太后,BOSS HUGO BOSS",待确认,中英混合
2322,"HABA,COVERMARK",真洋牌,多品牌
2323,"日立（HITACHI）,ICOM",待确认,中英混合
2324,利善维,待确认,中英混合
2325,JEEP,真洋牌,短名
2326,"一叶子 ONE LEAF,爱敬（AEKYUNG）",待确认,中英混合
2327,"高丝（Kose）,CECILE MAIA",待确认,中英混合
2328,"杞他她（QITATA）,她及其他",待确认,中英混合
2329,"PERFECT MOMENT,ALO YOGA",真洋牌,多品牌
2330,Kusa,真洋牌,短名
2331,纪梵哲,待确认,中英混合
2332,"dr.arrivo,Nuface",真洋牌,多品牌
2333,"德国魅影（KRYOLAN）,SUQQU",待确认,中英混合
2334,MIKIMOTO,待确认,无法快速判断
2335,"ALO YOGA,Selmark",真洋牌,多品牌
2336,永谷园,待确认,中英混合
2337,瑞妍（cellcosmet）,待确认,中英混合
2338,"索爱,艾泰克ATK",待确认,中英混合
2339,"WATUS,MOOV",真洋牌,多品牌
2340,苏秘37°（Su:m37°）,待确认,中英混合
2341,SIDAS,真洋牌,短名
2342,"高丝（Kose）,PANPURI",待确认,中英混合
2343,丽芝士,待确认,中英混合
2344,"ALO YOGA,纪思梵",待确认,中英混合
2345,R&F,真洋牌,短名
2346,"HTC,雅莉格丝（Elegance）",待确认,中英混合
2347,"Freeze Frame,近江兄弟",待确认,中英混合
2348,PK,真洋牌,短名
2349,"ZEAL,一叶子 ONE LEAF",待确认,中英混合
2350,"川崎（KWSK）,皓乐齿（Ora2）",待确认,中英混合
2351,L.A. GIRL,待确认,无法快速判断
2352,"建伍（KENWOOD）,伊莱克斯（Electrolux）",待确认,中英混合
2353,"Dermaroller,GALLITH",真洋牌,多品牌
2354,"glorious,SHARPER IMAGE",真洋牌,多品牌
2355,美浮特,待确认,中英混合
2356,"美诺（MIELE）,日立（HITACHI）",待确认,中英混合
2357,"嫒碧知,FLORIS",待确认,中英混合
2358,"日立（HITACHI）,GAGGENAU",待确认,中英混合
2359,"Freeze Frame,雅莉格丝（Elegance）",待确认,中英混合
2360,"一叶子 ONE LEAF,颐莲（RELLET）",待确认,中英混合
2361,JACK WOLFSKIN,待确认,无法快速判断
2362,高丽雅娜（Coreana）,待确认,中英混合
2363,"NINJA,美诺（MIELE）",待确认,中英混合
2364,"ALO,ALO YOGA",真洋牌,多品牌
2365,"神田,三禾",待确认,中英混合
2366,"雅莉格丝（Elegance）,瑞妍（cellcosmet）",待确认,中英混合
2367,"KESALAN PATHARAN,excel",真洋牌,多品牌
2368,玛尔斯（MARVIS）,待确认,中英混合
2369,"摩音,一兰（ICHIRAN）",待确认,中英混合
2370,"NUK,赫巴兹（HZIB）",待确认,中英混合
2371,"YSL,Alo Yoga",真洋牌,多品牌
2372,"皮尔卡丹（pierre cardin）,汉美驰（Hamilton Beach）",待确认,中英混合
2373,"FITBIT,美诺（MIELE）",待确认,中英混合
2374,"高丝（Kose）,馥绿德雅（RENE FURTERER）",待确认,中英混合
2375,"斯蒂万（SteamOne）,特福（Tefal）",待确认,中英混合
2376,"茱莉蔻,皑丽",待确认,中英混合
2377,"美诺（MIELE）,WHOOP",待确认,中英混合
2378,"真维斯（Jeanswest）,汉尼（HANY）",待确认,中英混合
2379,贝茗（Bare Minerals）,待确认,中英混合
2380,珀莱雅双抗,待确认,中英混合
2381,"林清轩 山茶花护肤,方里（FUNNY ELVES）",待确认,中英混合
2382,"DR.DH,德妃（DERMAFIRM）",待确认,中英混合
2383,"玛丽安保莱（MARIANNEBOLLE）,CHARLOTTE TILBURY（CT）",待确认,中英混合
2384,MANIC PANIC,待确认,无法快速判断
2385,"WWOOR,日立（HITACHI）",待确认,中英混合
2386,"UZUPRO,利维肤（Revive）",待确认,中英混合
2387,卡尼尔（Garnier）,待确认,中英混合
2388,"dr.arrivo,博朗菲（Borownfie）",待确认,中英混合
2389,Silk'n,真洋牌,短名
2390,"MT METATRON,花姿菓色（naturaglace）",待确认,中英混合
2391,"Ark Naturals,Stranger Things",真洋牌,多品牌
2392,"Original Sprout,MUSTELA",真洋牌,多品牌
2393,OFF-WHITE C/O VIRGIL ABLOH,真洋牌,多品牌
2394,爱步定,待确认,中英混合
2395,"PRICELINE,德国魅影（KRYOLAN）",待确认,中英混合
2396,帕拉索,待确认,中英混合
2397,"A BATHING APE,BEAMS",真洋牌,多品牌
2398,"CHARLOTTE TILBURY（CT）,瑞妍（cellcosmet）",待确认,中英混合
2399,"ALO YOGA,NOVESTA",真洋牌,多品牌
2400,"Nuface,Silk'n",真洋牌,多品牌
2401,米勒·海莉诗（Miller Harris）,待确认,中英混合
2402,Cabaku,待确认,无法快速判断
2403,"itel,C",真洋牌,多品牌
2404,"利维肤（Revive）,瑞妍（cellcosmet）",待确认,中英混合
2405,"Noeme,施丹兰（STENDERS）",待确认,中英混合
2406,"PNY,skagen",真洋牌,多品牌
2407,"艾杜莎（Ettusais）,SUQQU",待确认,中英混合
2408,"贝茗（Bare Minerals）,it cosmetics",待确认,中英混合
2409,"华尔（WAHL）,POKALEN",待确认,中英混合
2410,Ka,真洋牌,短名
2411,"瑞铂希（REPACELL）,雪肌精（SEKKISEI）",待确认,中英混合
2412,"皮尔卡丹（pierre cardin）,范琦（Fanci）",待确认,中英混合
2413,富士,待确认,中英混合
2414,"Creer Beaute,CHARLOTTE TILBURY（CT）",真洋牌,多品牌
2415,"RMK,ADDICTION",真洋牌,多品牌
2416,伊索（AESOP）,待确认,中英混合
2417,"萨拉维夫（SLLAVIF）,HR",待确认,中英混合
2418,"VERMICULAR,±0",真洋牌,多品牌
2419,"CELIMAX,SKIN 1004",真洋牌,多品牌
2420,"资生堂（SHISEIDO PROFESSIONAL）,SUQQU",待确认,中英混合
2421,VENUM,真洋牌,短名
2422,"DUP,CLUB",真洋牌,多品牌
2423,"秀肤生（Cell Fusion C）,UZUPRO",待确认,中英混合
2424,"POLA,艾杜莎（Ettusais）",待确认,中英混合
2425,"mosh!,SKIMS",真洋牌,多品牌
2426,"图丽（TOKINA）,WWOOR",待确认,中英混合
2427,"lavy,维蕾德（WELEDA）",待确认,中英混合
2428,CoCoChi,待确认,无法快速判断
2429,"CREED,爱敬（AEKYUNG）",待确认,中英混合
2430,凯朵（KATE）,待确认,中英混合
2431,"UWANT,BLAUPUNKT",真洋牌,多品牌
2432,ALO YOGA,待确认,无法快速判断
2433,"D二次方（DSquared2）,巴尔曼（BALMAIN）",待确认,中英混合
2434,"AROUGE,花姿菓色（naturaglace）",待确认,中英混合
2435,"建伍（KENWOOD）,网件（NETGEAR）",待确认,中英混合
2436,"IN ESSENCE,INSRE",真洋牌,多品牌
2437,PRICELINE,待确认,无法快速判断
2438,"美诺（MIELE）,先锋（Pioneer）",待确认,中英混合
2439,"Elta MD,cure",真洋牌,多品牌
2440,BHARAL,待确认,无法快速判断
2441,"caravan,GOLDWIN",真洋牌,多品牌
2442,DECORRACK,待确认,无法快速判断
2443,"建伍（KENWOOD）,JBL",待确认,中英混合
2444,"施丹兰（STENDERS）,INSRE",待确认,中英混合
2445,LODGE,真洋牌,短名
2446,"Goldwell,艾梵达（AVEDA）",待确认,中英混合
2447,博乐达（BRODA）,待确认,中英混合
2448,"moira,碧唇（Blistex）",待确认,中英混合
2449,MONCLOS,待确认,无法快速判断
2450,W.DRESSROOM,待确认,无法快速判断
2451,"雪花秀,资生堂（SHISEIDO PROFESSIONAL）",待确认,中英混合
2452,蜜浓（MINON）,待确认,中英混合
2453,碧然德,待确认,中英混合
2454,"Vitamix,Nakamichi",真洋牌,多品牌
2455,"建伍（KENWOOD）,JEEP",待确认,中英混合
2456,伊丽莎白.雅顿,待确认,中英混合
2457,"KENWOOD,ICOM",真洋牌,多品牌
2458,"迪桑特,SIMMS",待确认,中英混合
2459,"日立（HITACHI）,伊顿（Eaton）",待确认,中英混合
2460,Spa treatment,待确认,无法快速判断
2461,尚南堂,待确认,中英混合
2462,GORDON & MACPHAIL,待确认,无法快速判断
2463,"施丹兰（STENDERS）,本 肌本道",待确认,中英混合
2464,"美诺（MIELE）,ICOM",待确认,中英混合
2465,PORA,真洋牌,短名
2466,"Franck Olivier,古巴（Cuba）",待确认,中英混合
2467,"Kangol,ALO YOGA",真洋牌,多品牌
2468,PB,真洋牌,短名
2469,"雅莉格丝（Elegance）,怡思丁（ISDIN）",待确认,中英混合
2470,GOSEN,真洋牌,短名
2471,百雀羚一刻,待确认,中英混合
2472,"本 肌本道,AI HE RUI",待确认,中英混合
2473,"日立（HITACHI）,艾尚俪",待确认,中英混合
2474,"CHERRY,日立（HITACHI）",待确认,中英混合
2475,"秀肤生（Cell Fusion C）,利维肤（Revive）",待确认,中英混合
2476,COVERMARK,待确认,无法快速判断
2477,"COW,CANMAKE",真洋牌,多品牌
2478,"西伯利亚（XIBERIA）,山水（SANSUI）",待确认,中英混合
2479,"艾杜莎（Ettusais）,丽珠兰（REJURAN）",待确认,中英混合
2480,珂莱欧（CLIO）,待确认,中英混合
2481,七容,待确认,中英混合
2482,"古兰驰（GULANCHI）,雅莉格丝",待确认,中英混合
2483,REPRESENT,待确认,无法快速判断
2484,Deonatulle,待确认,无法快速判断
2485,NOTHING,待确认,无法快速判断
2486,凯伍德（KENWOOD）,待确认,中英混合
2487,曼多贝尔MONDOBELL,待确认,中英混合
2488,"资生堂（SHISEIDO PROFESSIONAL）,苏秘37°（Su:m37°）",待确认,中英混合
2489,欧缇丽（Caudalie）,待确认,中英混合
2490,"菲洛嘉（Filorga）,Laura Mercier",待确认,中英混合
2491,"Tabata,迪士尼（Disney）",待确认,中英混合
2492,SKIMS,真洋牌,短名
2493,"YSL,MIKIMOTO",真洋牌,多品牌
2494,SMOOTHSKIN,待确认,无法快速判断
2495,"AMIRI,BARENA",真洋牌,多品牌
2496,施丹兰（STENDERS）,待确认,中英混合
2497,"牙米滋,孔雀（Peacock）",待确认,中英混合
2498,宝可梦,待确认,中英混合
2499,"生鲜本能（instinct）,渴望（Orijen）",待确认,中英混合
2500,水之璨（suisai）,待确认,中英混合
2501,"露华浓,薇姿（VICHY）",待确认,中英混合
2502,利维肤（Revive）,待确认,中英混合
2503,"Kindle,伊莱克斯（Electrolux）",待确认,中英混合
2504,SABON,真洋牌,短名
2505,"COVERMARK,雅莉格丝（Elegance）",待确认,中英混合
2506,"摩飞电器（Morphyrichards）,Wedgwood",待确认,中英混合
2507,"WHOOP,ICOM",真洋牌,多品牌
2508,"Aura Cacia,CAMILLE ROSE",真洋牌,多品牌
2509,微单,待确认,中英混合
2510,ADDICTION,待确认,无法快速判断
2511,"施图霖（Stuhrling）,安妮克莱因（ANNE KLEIN）",待确认,中英混合
2512,DPK,真洋牌,短名
2513,"沙驰（SATCHI）,摩飞电器（Morphyrichards）",待确认,中英混合
2514,网件（NETGEAR）,待确认,中英混合
2515,HABA,真洋牌,短名
2516,"AOC,WHOOP",真洋牌,多品牌
2517,"谷雨（GOODWAY）,薇姿（VICHY）",待确认,中英混合
2518,"AOC,OURA",真洋牌,多品牌
2519,Mountain Hardwear,待确认,无法快速判断
2520,"网件（NETGEAR）,荣事达（Royalstar）",待确认,中英混合
2521,"艾尔玛诺·谢尔维诺（ERMANNO SCERVINO）,S MAX MARA",待确认,中英混合
2522,"By Kilian,馥马尔",待确认,中英混合
2523,"ALO YOGA,G FORE",真洋牌,多品牌
2524,悠莱,待确认,中英混合
2525,"山雾花野（Flower Mountain）,泰尼飞（Tecnifibre）",待确认,中英混合
2526,NOEVIR,待确认,无法快速判断
2527,MSGM,真洋牌,短名
2528,"德国唯宝（Villeroy&Boch）,JEEP",待确认,中英混合
2529,沃尔夫冈（WOLFGANG）,待确认,中英混合
2530,"ALO YOGA,FILSON",真洋牌,多品牌
2531,"红狼（RED WOLF）,SPORLASTIC",待确认,中英混合
2532,CARITA凯芮黛,待确认,中英混合
2533,"FITBIT,AOC",真洋牌,多品牌
2534,沙驰（SATCHI）,待确认,中英混合
2535,"DUNST,ALO YOGA",真洋牌,多品牌
2536,"恏缘精品,Hello Kitty",待确认,中英混合
2537,"塔思琦,REALISATION PAR",待确认,中英混合
2538,"Kindle,伊顿（Eaton）",待确认,中英混合
2539,CHERRY,存疑,已核验
2540,Kindle,待确认,无法快速判断
2541,"杜莎蕾奴,KAGAMI",待确认,中英混合
2542,"AOC,德国宝（German Pool）",待确认,中英混合
2543,REXL,真洋牌,短名
2544,新百伦,待确认,中英混合
2545,"百斯锐（Bestray）,COOGI",待确认,中英混合
2546,"HEGEN,SKATER",真洋牌,多品牌
2547,艾丽美（ELEMIS）,待确认,中英混合
2548,"斐泉（fiji）,中原（TRUNG NGUYEN）",待确认,中英混合
2549,"DUNLOP,Victas",真洋牌,多品牌
2550,"菲利普（PHILLIPS）,SWANS",待确认,中英混合
2551,"铂富（Breville）,REMARKABLE",待确认,中英混合
2552,"网件（NETGEAR）,魔声（Monster）",待确认,中英混合
2553,"BAKER SKATEBOARDS,ALO YOGA",真洋牌,多品牌
2554,"Essential Parfums,芦丹氏（SergeLutens）",待确认,中英混合
2555,AMIRI,真洋牌,短名
2556,Laurel,待确认,无法快速判断
2557,"维氏（VICTORINOX）,生鲜本能（instinct）",待确认,中英混合
2558,"DRIES VAN NOTEN,Vince",真洋牌,多品牌
2559,"Sydney Evan,S MAX MARA",真洋牌,多品牌
2560,"DSQUARED2,WILLY CHAVARRIA",真洋牌,多品牌
2561,"AMIRI,FIORUCCI",真洋牌,多品牌
2562,"网件（NETGEAR）,美膳雅（CUISINART）",待确认,中英混合
2563,Q,真洋牌,短名
2564,"皮尔卡丹（pierre cardin）,LODGE",待确认,中英混合
2565,威格（Wrangler）,待确认,中英混合
2566,"ALO YOGA,史克威尔艾尼克斯（SQUARE ENIX）",待确认,中英混合
2567,"山水（SANSUI）,吉年瓦兰",待确认,中英混合
2568,GOYARD,待确认,无法快速判断
2569,"安妮克莱因（ANNE KLEIN）,FILSON",待确认,中英混合
2570,"KJUS,尼克松（Nixon）",待确认,中英混合
2571,"网件（NETGEAR）,Kindle",待确认,中英混合
2572,葆丽美（Suisse Programme）,待确认,中英混合
2573,艾杜莎（Ettusais）,待确认,中英混合
2574,JBL,真洋牌,短名
2575,"宝路华（BULOVA）,G FORE",待确认,中英混合
2576,颐莲（RELLET）,待确认,中英混合
2577,G FORE,真洋牌,短名
2578,安妮克莱因（ANNE KLEIN）,待确认,中英混合
2579,"OOFOS,坎戈尔袋鼠（KANGOL）",待确认,中英混合
2580,Kinto,真洋牌,短名
2581,AOC,真洋牌,短名
2582,"Buly1803,Rituals",真洋牌,多品牌
2583,百斯锐（Bestray）,待确认,中英混合
2584,REALISATION PAR,待确认,无法快速判断
2585,"visvim,Kiton",真洋牌,多品牌
2586,OFF WHITE,待确认,无法快速判断
2587,"THEORY,Kendra Scott",真洋牌,多品牌
2588,诺基亚（NOKIA）,待确认,中英混合
2589,"Kiton,GIANNI CHIARINI",真洋牌,多品牌
2590,"G FORE,GOLDWIN",真洋牌,多品牌
2591,SUPREME,待确认,无法快速判断
2592,康佳（KONKA）,待确认,中英混合
2593,"JACQUEMUS,PDPAOLA",真洋牌,多品牌
2594,"sera,迪士尼（Disney）",待确认,中英混合
2595,"AOC,富士施乐（Fuji Xerox）",待确认,中英混合
2596,"YASAKA,NEW ERA",真洋牌,多品牌
2597,世界地理（WORLD  GEOGRAPHY）,待确认,中英混合
